,count,hate_speech,offensive_language,neither,class,tweet
16719,3,0,0,3,2,RT @MacMiller: @iCodyMontana @ScHoolBoyQ @xdannyxbrownx yeah they trash. Q... this man capitalized his H tho.... i'm takin all ya fans.
13631,3,2,1,0,0,Niggah niggah niggah don't believe me just wacthh...
21307,3,0,3,0,1,Since my girl like to argue I sent that bitch to law school
16817,3,0,3,0,1,"RT @MichalaSmith4: @zzachbarness @TrippinC &#9995; he has a date, hoe."
16190,3,0,3,0,1,RT @JoeBudden: Back to these hoes tho.
2397,3,0,3,0,1,"@AJ0427 @AshActually Hey, I don't always go there. Sometimes, these three crazy bitches and one suave MFer trick me into going with them"
15139,6,0,6,0,1,RT @CraziestFreaks: When you eat the pussy so good she can't control her moans &#128523;&#128166;&#128069; http://t.co/Gumzv3iKdJ
49,3,1,2,0,1,""" these hoes like niggas that spend money not talk bout it """
12193,3,0,3,0,1,It bothers me when a ugly girl has a bad bitch attitude.
22424,3,0,3,0,1,This bitch gone ask is we closed &#128530;I said Naw we just ain't pay the lightbill this month YEA BITCH WE CLOSED!! Get TF out
23413,3,1,2,0,1,Winn Dixie is for real niggaz publix is for pussies
19976,3,0,3,0,1,RT @lilduval: It's some good side bitches out here don't let nobody tell u different
9298,3,0,0,3,2,Fairy Tale Hat - free crochet pattern for child and adult at http://t.co/0lRaBLMHB2 http://t.co/99zVbmYVe9
622,6,1,5,0,1,"""You look cute today :)"".. ""Really?!"" Helll no, swerve hoe!"
11645,3,0,3,0,1,"I'm on that good kush and alcohol.. I got some down bitches, but the can crawl"
16780,3,0,3,0,1,RT @Maxin_Betha Wipe the cum out of them faggot RT @80sbaby4life Contact lens is wildin can't see shit
18404,3,0,3,0,1,"RT @WBeezy_: ""@I_DontKIAra: my pussy dry 24/7 &#128530;"" http://t.co/yPvNTYdU28"
982,3,0,3,0,1,&#128139;&#128175; - ugh bitch I love you &amp; that A S S &#128553; your just simply FLAWLESS &#128149; I remember when you cute a peice of your hair hella short &#128514;
2277,3,0,3,0,1,2 or 3 hoes for everything &#128527;&#128520;&#128526;
12835,3,0,3,0,1,Lmaoo tony spanked it maaad times to that bitch voice
21610,3,0,3,0,1,Steve Calvin Annis cunt http://t.co/8S0cIl5z
2319,3,0,3,0,1,8/10 of the girls u went to hs with look horrible now but don't wanna believe it....I'm bout to piss them Facebook hoes off with this
14095,3,0,3,0,1,Pappadeaux got the best chicken strips I swear I squeeze lemons over them hoes!
3588,3,1,2,0,1,@ImToBlame lyin ass bitch @GhostwritaMusic @ILL_Wil_ @brunzilla
2594,3,0,3,0,1,@Badassjae fuck no my school boring and ghetto
2031,3,0,0,3,2,&#9733;@&#9733;@&#9733;@&#9733;@&#9733; GRAND OPENING ! &#9733;@&#9733;@&#9733;@&#9733;@&#9733; TOP CLASS &#9733; Oriental Massage &#9733; PERFECT !&#9733;/ http://t.co/dMXPLroaJ2
16214,3,0,0,3,2,RT @JohnBishop100: Top tip of the day - if you want to be inconspicuous at an Elbow gig - don't wear a yellow jacket!! http://t.co/KQYiZmZb
3361,3,2,1,0,0,"@GoDaddy Hope you guys do get attacked for supporting SOPA, bunch of dirty snake faggots."
2589,3,0,3,0,1,@B_McC10ud that's meant toward my dads gf shes a bitch dude
12589,3,0,3,0,1,LMAOO beans RT @ShamarGotHoes: this bitch is so stupid smh http://t.co/otonir2yEX
18262,3,0,3,0,1,"RT @TrueNovacane: When you think you sliden, bitch you slippen &amp; I know the truth. I KNOWW I KNOWW I KNOWW, YOU KNOW THAT I KNOWW I KNOWW I&#8230;"
19628,3,0,1,2,2,RT @iStayRadAsShit: &#8220;@1BookieG: What I wish I can do every time I day playing flappy birds https://t.co/mWiE7FkBu0&#8221;&#128514;&#128514; foreall
10681,3,0,3,0,1,I grew up ina jungle wit the gorilla snakes &amp; bird ass niggas &#128018;&#128013;&#128038;
24933,3,1,2,0,1,slap a hoe
5409,3,1,2,0,1,@ZachIrving I called people kikes and a lot of fucks
5387,3,0,3,0,1,@Yummys_World &#8220;@ThoughtsOfRandy @STROCORLEONE + That bitch already got past demons in her.Seeding her up just gone fuse more.
12527,3,0,3,0,1,Keep it realer than the next bitch no need for u to ever sweat the next bitch indeed&#8252;&#65039;
11435,3,0,3,0,1,I'd drive me crazy to have to be at that ghetto ass school everyday.
6814,3,0,0,3,2,@mandaxll2963 yellow is even better
10445,3,0,3,0,1,I did anything for my bitch now these hoes only get hard dick nbs
17846,3,0,3,0,1,RT @Stfu_NobodyCare: &#128514;&#128514;&#128514;&#128514;&#128514;&#128514; &#8220;bird fucking&#8221;
12523,3,0,3,0,1,Keep dem POO hoes off ya TL b....
14069,3,0,1,2,2,Other Jihadi news #ISIS executed #Kuwait preacher Redha Lari coz he was..&#8220;too extreme&#8221; &amp; hampered reconciliation with Nusra with his fatwas
2162,3,0,3,0,1,"' Y'all like sayin money don't buy happiness , but name a niggah sitting in a Lambo crying ?"
6621,3,0,3,0,1,@kieffer_jason bitch let's fight today where you at or are you going to bitch up again. I think your going to bitch up again
19026,3,0,3,0,1,RT @badlvck: bitches &lt;
15642,3,0,3,0,1,"RT @FunnyPicsDepot: He really put ""side bitch contract"" &#128514;&#128514; http://t.co/KOktVOpVp1"
11397,6,0,6,0,1,I woke up in a bed full of bitches that I ain't even fuckin
13924,3,0,3,0,1,Old lady went to pay and reached all the way over my plate. Hate eating on bar countertops. Stupid white bitch.
16742,3,0,2,1,1,RT @Manny_bermudez2: Back in this bitch
18270,3,0,3,0,1,"RT @TuckerMustDie_: When she tells you ""Go hug one of your hoes."" &amp; you actually do it 
https://t.co/nfAbyILdkX"
24486,3,0,3,0,1,i just realized me and @DirkAlisic have been talking shit to each other nonstop for the past 48 hours. stop texting me bitch.
12280,3,2,1,0,0,It's so shady when you bitches talk to guys w/ girlfriends that's so disrespectful to do to another girl
5715,3,1,2,0,1,@austin_farrar yeah way to block me fag your scared you go and hit girls how tough does that make you? Tough enough to know I'd beat...
5771,3,0,3,0,1,@biggerboat99 please be a little depressed bitch the entire time
19324,3,1,2,0,1,RT @donaldblack1995: &#8220;@VoiceOfDStreetz: This nigga jerry room smell like bad pussy!&#128530;&#8221;&#128514;&#128514;&#128514;
13540,3,0,3,0,1,Need some Hispanic pussy
1927,3,1,2,0,1,&#8220;@saidtina: @uce_INA I really hate Poly bitches.&#8221; You and me both man
166,3,0,0,3,2,"""@KnightfanNeal #UCFPINKPARTY come on stay alive knights nation!!!!"" This is still the early bird special. #ComeAtMeUT"
1250,3,0,3,0,1,"&#8220;@DevJayAintShit: these hoes ain't loyal &#128557;

https://t.co/hiMKk7fYxB&#8221;&#128557;"
20997,3,0,3,0,1,Round #3 on you hoes #chitown #sb2014 http://t.co/gd0Ya153rl
14254,4,0,4,0,1,Probably saved @KingBorgman's ass today. About out gas in a Diesel engine.&#128514; what would you do without your redneck friends?&#128514;&#128514;
17649,3,0,1,2,2,RT @SexyKarenFisher: Oh it's Saturday funny time! You better redneck necognize! http://t.co/qc4mgs3ejp
19045,3,1,2,0,1,RT @bbcwhorship: &#8220;@bored_rappers: http://t.co/ZFicQYS3Dy&#8221; I want to be filled with hot nigger seed
24326,3,0,3,0,1,french montana gotta give that kardashian bitch 2 mil cuz of a divorce i'll never marry none u bitches
24706,3,0,1,2,2,mall with my fellow ginzos to do some christmas shopping @Vinnyliarda @Dimi_Artale @Billythathird #fuckdimmy #vinnysnotmadon #billgetsbuns
17343,3,1,0,2,2,RT @ProBirdRights: A marry between a man and woman people sloppery slop;then what is prevent a bird from marriage my sandwich??? I'm in lo&#8230;
8277,3,0,3,0,1,Bitch nicca talmbout a mf 3peat....Df y'all ain't da Lakers
17189,3,0,0,3,2,"RT @OmarImranTweets: Media be like:

*Muslim whale attacks US Navy*
*Muslim tiger attacks Zookeeper*
*Muslim bird attacks Eiffel Tower*
*Mu&#8230;"
23254,3,0,3,0,1,"Where the bad bitches at? And by ""Bad Bitches"", I mean ""tacos""."
5091,3,0,3,0,1,@TheOneMiss_Luu This is true. That bitch has two accounts @PoniesForever7
4858,3,0,3,0,1,@Smokey_Bahr Go get that sum bitch
20424,3,1,2,0,1,RT @schooIgirI: I say nigger with love
22817,3,0,3,0,1,U of A hoes w/ the booties hangin out
10837,3,0,0,3,2,I hope the trash I talk abt @CNN's poor product doesn't hurt my chances of getting hired as a legal correspondent. I was jk CNN.
18651,6,0,6,0,1,RT @_BeautifulKeezy: &#8220;@100046729: @_BeautifulKeezy lmfao bitch was I talking to you &#128514;&#128514;&#8221;but I'm talking to you in my bubba voice &#128514;&#128514;&#128514;&#128128;
17025,3,0,1,2,2,RT @NicoRomero23: EDM music is trash af and annoying
19315,3,0,3,0,1,"RT @djgoofy500: I gave my number to this bad ass bitch a few days ago,She said I'll call you when I make it home. I'm starting to think tha&#8230;"
16178,9,6,0,3,0,"RT @JihadistJoe: We Muslims have no military honour whatsoever, we are sub human savages that slaughter unarmed men, women &amp; children http:&#8230;"
14590,3,0,0,3,2,RT @AyMrCarter: Apologies trash.. What's understood ain't gotta be explained
8644,3,0,1,2,2,"Char-broiled #cod, yellow #rice, saut&#233;ed spinach and artichoke hearts. Made with love for @voxpulchra.&#8230; http://t.co/vWjWlghRGO"
7339,3,0,3,0,1,@ten_ah_kei superman dat hoe no watch me uuuuuuuuuu&#128514;
16183,3,0,3,0,1,RT @JimNorton: There is a GIFT SHOP at the 9-11 museum? And they charge admission. It's a mass grave you fucking cunts. What a disgrace.
18216,3,3,0,0,0,"RT @TorahBlaze: @1SonofYahweh they should be ashamed of themselves. I'll be single for life before I fuck w a nasty, faggot ass white man."
22511,3,2,1,0,0,This girl is retarded
4550,3,0,0,3,2,"@PlannedSickDays hey, do you have that screen shot of djk's wiki page being updated regarding the trash can incident?"
16172,3,0,3,0,1,RT @JesusMVela: &#8220;@Enriquuee_: @JesusMVela @wigga32 fucking pussy that's why&#8221; exactly. Let me @ the nigga @RyanMattheww7 were talking about &#8230;
23235,3,0,3,0,1,"When you realize how curiosity is a bitch. An should of let the unknown stay, unknown. #CuriosityKilledMe"
2103,3,0,3,0,1,' Idk why niggah give a female head then throw a condom on lmaooo niggah you already ate the whole STD &#1041204;&#1041204;
12381,3,0,0,3,2,Jihadis taunting America &amp; spreading paranoia: tents that appeared in a video of a Daesh training camp near Mosul. http://t.co/GH3EbBfB3t
23240,3,1,2,0,1,When you told ya Homie she was a hoe but he still wifed it &#8220;@Lurk_God: Caption this http://t.co/rgbqEsSSHA&#8221;
5485,3,0,3,0,1,"@_Maniac_Mind_ @jet_life12 @Nick_504_ I said I was from where stop putting words in my mouth, that's something a bitch would do"
23428,3,0,0,3,2,With the birds i share this lonely view..
7141,3,0,3,0,1,@rubberchloe okay love you bitch
9181,3,0,3,0,1,Eating pussy on top of my shoulders
2826,3,1,2,0,1,"@Cam_Coles You don't know what I know. Name somebody colder, you monkey faced immigrant"
2237,3,0,0,3,2,.@nathirhussein Al Qaeda's market share is dropping faster than Viacom &amp; Enron in the Jihadi stock market
1691,3,0,1,2,2,&#8220;@__Bino: Looking at nip rings I can't wait until I can change mine &#128527;&#8221; &#128221;&#128064;&#128209; lmao
13215,3,0,0,3,2,Monkey see monkey doo
6093,3,0,3,0,1,@ellese97 your rhyming is ghetto
8231,3,0,3,0,1,Betta ask round these streets bitch bout Jay
20988,3,0,3,0,1,Ronny kamm is a pussy
18372,3,0,0,3,2,RT @VainHumility: Naming my son Caesar. Dawn of the apes is the absolute best movie I've ever seen in my entire life.
17065,3,0,3,0,1,"RT @NoHoesNextDoor: When you make a beat with a pencil in class and the teacher says ""keep making that trash ass beat and I'll fail you"" ht&#8230;"
16016,3,0,3,0,1,"RT @IndiaMone: LOL RT @JoeBudden: Wait a minute, I&#8217;m seeing mad dope costumes.. Yall stop trying to steal Halloween back from the hoes !!!"
16081,3,0,0,3,2,RT @JOEL9ONE: Thanks Carolina fans 4 the flipped birds+few bottles to the head. Sticks n stones may break my bones but aluminum zimas will &#8230;
20371,6,1,5,0,1,RT @robdelaney: Girl I wanna rip my dick off and throw it at your pussy.
275,3,0,3,0,1,"""@VeronikaHumbert: Ultraviolence video, its coming you little bitch! #MTVHottest Lana Del Rey http://t.co/533fLbvWqh"" 

bitchy promo"
13163,3,0,0,3,2,Miami's run defense is Alex Smith trash.
16181,3,1,2,0,1,"RT @JimNorton: Sterling is a cunt. My point is simply until everyone has privately taped conversations released, shut the fuck up."
4263,3,0,3,0,1,"@MisterDimmadome 
spiked that bitch
damned nailed her down"
2417,3,1,2,0,1,@AcaciaBrinley crusty hoe
21991,3,0,3,0,1,"The bitch official though, dick harder than a missile yo"
14675,3,1,2,0,1,RT @BeEasyJrizzy: u ever kill a ant on the sidewalk and think damn what if that nigga was on his way to get some pussy
13937,3,0,2,1,1,Omg I will kill you for liking that pic I swear bitch
17913,9,1,8,0,1,RT @TAXSTONE: Y'all bitches sending inviatations to the wolves than get mad when they at ya door
11143,3,0,1,2,2,I said middle school days as in the ghetto way people... &#8212; and what I am nor here to impress you what are you go... http://t.co/qYpvIKcRfY
11264,3,0,1,2,2,I thought she was albino tho &#128563;
18352,3,0,3,0,1,RT @UrbanCraziness: Andy went from owning toys to owning bitches.. And also tf is that coke doing teaching a class? &#128514; http://t.co/gjbUR29BKu
17585,3,0,3,0,1,RT @SammyLightning_: Phil Simms is a pussy @TNasty4Teen
18347,3,0,1,2,2,"RT @UnusualFactPage: Shy people tend have great observational skills, making it easier to recognize the core of a problem then solving it."
2864,3,0,3,0,1,@CayMarieee bitch you still subtweets but not replying though &#128514;&#128557;&#128524;
20320,3,0,2,1,1,RT @quirkisms: Jeter to A-Rod. From class to trash.
14235,3,0,1,2,2,"Practically got arrested tonight, not allowed on UTampa grounds for a year now... fml im retarded"
15720,6,2,4,0,1,RT @GoatRapLines: When Wale said.....nvm that nigga trash
22860,6,0,6,0,1,Unemployed niggas get the most bitches #FACTDONTARGUE
10046,3,1,2,0,1,"Hello new followers. I am anime loving nigger who is too poor to afford a laptop, resulting in being a mw3 theater player for Darth."
14259,3,1,2,0,1,Promise to love you and obey..and hit it more than once a day..girl I say that genuinely..fuck that bitch.. It's what you sayy
6324,3,0,0,3,2,"@icpchad @UnseeingEyes ......monkey look, just like you!"
9798,3,0,3,0,1,"Got my own place , pay my own bills &amp; rent &amp; 2 jobs. Tf am I worried about a next bitch for?"
11771,3,1,2,0,1,Idk where this nigga jus went but he better find me some food before I become a real life bitch&#128530;
535,3,2,1,0,0,"""My grandma used to call me a porch monkey all the time... Come to think of it she did refer to a broken bottle as a nigger knife"" &#128563;"
6689,3,0,3,0,1,@kingtaylorxx @chanelisabeth I'm a boss ass bitch bitch bitch bitch bitch
12507,3,0,3,0,1,Karma is a bitch so baby you will get yours
21167,3,1,2,0,1,She burned that bitch
14075,3,0,3,0,1,Outside my click it ain't another nicca fucc'n wit me!
7446,3,0,2,1,1,@urdaddy936192 @LuM1996 @PRoseish not in Florida retard
1506,3,0,3,0,1,&#8220;@Quis_2TurntUp: &#8220;@1017_Sqquad: Iont got no type&#8221;bad bitches is the only thing that I like &#128111;&#128131;&#128131;&#8221;aye I'm just living life
13336,3,0,3,0,1,"My dad talking about my dogs fetching skills ""I seen that nigga do mad shit, air bud my ass, air pussy"" &#128514;"
16709,3,0,0,3,2,"RT @MLBFanCave: Derek Jeter and the @Yankees present Paul Konerko with a retirement gift.

WATCH: http://t.co/St6QGJy0j6 http://t.co/7zBGvH&#8230;"
17047,3,0,0,3,2,RT @NittiYayo: I think I got da bird flu
21816,3,0,3,0,1,That awkward moment when you hold the door for someone and they use the door next to it.. Like bitch you better back the fuck up.
12684,3,0,0,3,2,Let's go for the sweep!! #Yankees #SubwaySeries
21202,3,0,3,0,1,"She say she can do that same thing as 5 bitches ,"
1406,3,0,3,0,1,&#8220;@Leelucas_: I fucked up in the 6th grade&#8221;yeah bitch you wants to fight me with yo dawg ass
2665,3,0,3,0,1,@BitchImFancy lol so retarded
21016,3,0,3,0,1,Russian roulette that hoe
6021,3,0,1,2,2,@discordianslip I hope my fuzzy head doesnt tickle too much.
19081,3,0,0,3,2,RT @bjs5555: ELECT Democratic Nominee Charlie Brown @Govcharliebrown for #Gov of #TN DEFEAT (R) Gov. Bill Haslam! @UniteBlueTN http://t.co/&#8230;
2758,3,1,2,0,1,@BrodyWayneLyles these kids are pussies. We got a white trash kid &amp; a ThugNasty wanna be up in here &#128514;
5762,3,0,2,1,1,"@bernadettvajda they always put gingers in red, yellow, or leopard print."
17961,3,0,3,0,1,RT @TasteMyGayness: That moment the pussy too good &amp; u gotta slow that stroke down! https://t.co/R4fLDz5SiN
3162,3,0,3,0,1,@Dswizzle3 yea thats what i thought pussy boy u r a fucking thot
2442,3,0,3,0,1,@Alejandro_Bihhh @CapoDaAssHole I was texting a bitch
20136,3,0,0,3,2,RT @mitrebox: At this point every voter in Florida has voted both for and against Charlie Crist.
14201,3,1,2,0,1,Playing with my money is like playing with my emotions niggas don't believe I guess we going to find out then hoe ass niggas
19402,3,0,3,0,1,RT @eternalhbic: if u got cotton mouth u can eat my pussy
9235,3,0,3,0,1,Every pussy the same but I feel like I ain't get enough
18112,3,0,3,0,1,RT @TheRealHoneyMoe: I don't care about bitches. Hoes be into it with they damn self&#128553;&#128175;
22946,3,0,3,0,1,"Wanna find out the truth about somebody? Just tell em ""NO"" and watch the real bitch nigga or hoe come out em!"
11450,3,0,3,0,1,I'll be a dick if you wanna act like a pussy.
21624,3,0,3,0,1,"Stomach is hurting, I'm starving for some early morning pussy. &#128527;&#128527;"
1109,3,0,3,0,1,&#8220;@AC_Hussle: 98% of women were sluts freshman year of college.&#8221; Let these hoes be great
2465,3,0,0,3,2,"@AllieLexiLove I like them dark, light, Carmel, white, red, tan, yellow, blue, purple, green. It doesnt matter what color they are"
15722,3,0,3,0,1,RT @Goldie_Brim: Smack a bitch no filter
3104,3,1,2,0,1,@Digo13Nieto thanks little fag &#128536;
2311,3,0,3,0,1,5s are ugly thot bitch shoes
17733,3,0,3,0,1,RT @SlimBlanco_: &#8220;@YSDrillary: bitches is so corny&#8221; SOOOOOOO corny !
